measurement_id,con_idle_stateNumber,state,energyConsumption,ms,tx_power_median,current_max,rssi_median,rtt_median,rsrp_median,ECL_median,code,Location Coverage,ExpectedResponse,timestampUETransmission,timestampServerCapture,failure_direction,energyConsumptionTx,msTx,date,duration,module,operator,interval,psize,site,active_timer,tau,note,operator_humanReadable,Packet Size [Bytes],Throughput
259,49,CONNECTED,0.10757200000000022,2764.999,,166873.0,,1.9850139999999998,,,400,,Yes,2019-03-25 11:12:08.524636+01:00,2019-03-25 11:02:25.526820+01:00,successful rtt,0.0149859999999995,102.25,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1564.7921760391198
259,51,CONNECTED,0.11684300000000025,2856.499,,166956.0,,2.074837,,,400,,Yes,2019-03-25 11:14:08.602347+01:00,2019-03-25 11:04:25.209978+01:00,successful rtt,0.014315999999999997,97.0,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1649.4845360824743
259,53,CONNECTED,0.1087410000000002,2554.751,,167121.0,,2.20502,,,400,,Yes,2019-03-25 11:16:08.719615+01:00,2019-03-25 11:06:24.235804+01:00,successful rtt,0.015711999999999726,108.0,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1481.4814814814815
259,55,CONNECTED,0.1164019999999999,3104.999,,166956.0,,2.328081,,,400,,Yes,2019-03-25 11:18:08.827905+01:00,2019-03-25 11:08:25.833182+01:00,successful rtt,0.015425000000000022,105.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1516.5876777251185
259,57,CONNECTED,0.1030909999999996,2563.251,,167286.0,,1.78518,,,400,,Yes,2019-03-25 11:20:08.886664+01:00,2019-03-25 11:10:25.511401+01:00,successful rtt,0.015068999999999999,102.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1564.7768725978228
259,59,CONNECTED,0.10738600000000044,2722.25,,165717.0,,1.9480060000000001,,,400,,Yes,2019-03-25 11:22:08.986208+01:00,2019-03-25 11:12:25.817855+01:00,successful rtt,0.014836999999999987,99.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.0744375371532
259,61,CONNECTED,0.11100699999999986,2839.0,,165635.0,,2.079104,,,400,,,,,,0.015076000000000091,104.999,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1523.8240364193946
259,63,CONNECTED,0.1264470000000002,2935.75,,165717.0,,2.16198,,,400,,,,,,0.013597999999999557,96.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1662.3549335577513
259,65,CONNECTED,0.12087899999999994,3030.0,,166130.0,,2.253152,,,400,,,,,,0.013973999999999707,99.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.1069229916675
259,67,CONNECTED,0.11411799999999996,3159.499,,165717.0,,2.385022,,,400,,,,,,0.014848999999999004,105.5,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1516.5876777251185
259,69,CONNECTED,0.10633800000000004,2648.5,,165882.0,,1.8812529999999998,,,400,,,,,,0.014202000000000046,102.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1564.7768725978228
259,71,CONNECTED,0.10690000000000044,2760.251,,166130.0,,1.9870450000000002,,,400,,,,,,0.015246000000000315,100.999,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1584.1741007336707
259,73,CONNECTED,0.10937399999999986,2905.0,,165800.0,,2.1283,,,400,,,,,,0.014035999999999936,99.249,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1612.1069229916675
259,75,CONNECTED,0.11066100000000034,3014.501,,165800.0,,2.2364889999999997,,,400,,,,,,0.015096999999999916,101.251,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1580.231306357468
259,77,CONNECTED,0.11656500000000047,3184.5,,166047.0,,2.4317599999999997,,,400,,,,,,0.015027999999999153,106.499,2019-03-25 10:24:05,3600,BC95GJB-02-STD,24201,60.0,20,SimulaMet,00000000,,Packets sent with RAI code 0x400,Telenor,20,1502.361524521357
