energyConsumption,ms,ECL_median,Location Coverage,duration,interval,psize,active_timer,tau
2.3139999999999645,22495.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3109000000000037,22822.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3205999999999563,23278.999,0.0,1.0,3600,60.0,256,100010,10010100.0
2.317000000000008,23080.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3269999999999977,23580.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.309600000000046,22575.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3256999999999834,23432.001,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3152000000000044,22719.0,0.0,1.0,3600,60.0,256,100010,10010100.0
2.329599999999971,23685.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.318399999999997,23055.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3104999999999905,22706.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3138000000000147,22536.001,0.0,1.0,3600,60.0,256,100010,10010100.0
2.308499999999981,22874.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.330000000000041,23381.749,0.0,1.0,3600,60.0,256,100010,10010100.0
2.337999999999965,22763.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3333000000000084,23769.251,0.0,1.0,3600,60.0,256,100010,10010100.0
2.311200000000042,23068.25,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3279,23415.75,0.0,1.0,3600,60.0,256,100010,10010100.0
2.31529999999998,22742.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.332400000000007,23673.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3185000000000286,22964.999,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3111000000000104,22704.749,0.0,1.0,3600,60.0,256,100010,10010100.0
2.314500000000009,22538.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.313000000000045,22874.751,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3321000000000254,23380.501,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3181999999999903,23112.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.329900000000009,23612.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.306899999999928,22549.5,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3301999999999907,23493.249,0.0,1.0,3600,60.0,256,100010,10010100.0
2.3627147,24340.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4563770000000003,25023.0,1.0,1.0,9000,150.0,12,11,1110100.0
2.4924029999999995,25587.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.4758309999999994,25661.0,0.0,1.0,9000,150.0,12,11,1110100.0
2.4871,26086.001,0.0,1.0,9000,150.0,12,11,1110100.0
2.483040000000001,25632.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.49634,26938.749,0.0,1.0,9000,150.0,12,11,1110100.0
2.4753100000000003,25445.249,0.0,1.0,9000,150.0,12,11,1110100.0
2.4845000000000006,26229.5,0.0,1.0,9000,150.0,12,11,1110100.0
2.4683,26067.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.4874200000000037,26085.5,0.0,1.0,9000,150.0,12,11,1110100.0
2.4683099999999962,25619.25,1.0,1.0,9000,150.0,12,11,1110100.0
2.4785499999999985,26053.5,0.0,1.0,9000,150.0,12,11,1110100.0
2.499510000000001,26269.0,1.0,1.0,9000,150.0,12,11,1110100.0
2.4746000000000024,26256.001,0.0,1.0,9000,150.0,12,11,1110100.0
2.483490000000004,25589.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4885100000000047,26911.001,0.0,1.0,9000,150.0,12,11,1110100.0
2.468509999999996,25383.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4925499999999943,26229.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.49015,26301.25,1.0,1.0,9000,150.0,12,11,1110100.0
2.499690000000001,26710.749,0.0,1.0,9000,150.0,12,11,1110100.0
2.3510199999999912,24084.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.463560000000001,25427.0,0.0,1.0,9000,150.0,12,11,1110100.0
2.4916900000000046,26866.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.468999999999994,26084.499,0.0,1.0,9000,150.0,12,11,1110100.0
2.497960000000006,26289.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.47515,26956.499,0.0,1.0,9000,150.0,12,11,1110100.0
2.488669999999985,25605.999,0.0,1.0,9000,150.0,12,11,1110100.0
2.4800399999999883,25632.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4648500000000126,25351.5,0.0,1.0,9000,150.0,12,11,1110100.0
2.490859999999998,26246.0,0.0,1.0,9000,150.0,12,11,1110100.0
2.4739600000000053,25691.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4959099999999954,26726.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4966999999999904,26823.749,0.0,1.0,9000,150.0,12,11,1110100.0
2.467799999999997,25659.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.4647999999999968,25461.75,0.0,1.0,9000,150.0,12,11,1110100.0
2.4849999999999994,26227.5,0.0,1.0,9000,150.0,12,11,1110100.0
2.484499999999997,26088.25,0.0,1.0,9000,150.0,12,11,1110100.0
2.4851000000000028,26083.0,0.0,1.0,9000,150.0,12,11,1110100.0
